cluster,rank,ngram,lift,cluster_mass
532,4,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#adsview action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,45.613,0.2728
532,5,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/block_harmful_content action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet,38.762,0.2438
532,6,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/profile_icon,36.509,0.6988
532,7,action@internet_fprotect_screen/management_device/management_device_screen/setting_icons/setting_screen#internet_protect_screen/management_device/management_device_screen/setting_icons/setting_screen/management_device_toggle action@internet_fprotect_screen/management_device/management_device_screen/setting_icons/setting_screen#btn_back,34.479,3.0569
532,8,action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/locking_internet action@internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information#Home/go_to_screen/PARENTAL_SETTINGS,31.678,4.0645
533,1,action@loylaty_promotion_view#Home/Nav_payement action@loylaty_promotion_view#android/home/payment/choose_prepaid,3331.979,2.4285
533,2,action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#android/home/payment/choose_prepaid,2156.723,15.4859
533,3,action@loylaty_promotion_view#android/home/payment/choose_prepaid,2065.128,17.4004
533,4,action@loylaty_promotion_view#android/home/payment/choose_prepaid view@android/home/payment/prepaid,2065.128,17.4004
533,5,action@loylaty_promotion_view#btn_back action@loylaty_promotion_view#home/payment/choose_prepaid,1442.242,0.8496
533,6,action@loylaty_promotion_view#home/payment/choose_prepaid,1258.744,0.843
533,7,action@loylaty_promotion_view#home/payment/choose_prepaid view@android/home/payment/prepaid,1258.744,0.843
533,8,action@android/Account#account/click_smart_rental view@HiWebViewActivitySingleTop,776.34,0.4308
534,1,<bos> view@android/Home/Payment/payment_history,300.764,0.5527
534,2,action@android/Home/Payment/payment_history#adsview view@android/home/payment,274.514,1.7456
534,3,view@android/Home/Payment/payment_history view@android/home/payment,262.427,75.5654
534,4,action@android/home/payment#adsview action@android/home/payment#android/Home/Payment/payment_history,106.434,4.9288
534,5,view@android/home/payment <eos>,59.205,59.0377
534,6,action@android/home/payment#Home/Nav_payement action@android/home/payment#android/Home/Payment/payment_history,57.786,57.7544
534,7,action@android/PAYMENT/LISTAUTOPAY#android/Home/Payment/Autopay_activate view@android/Home/Payment/payment_history,55.088,0.7455
534,8,action@android/home/payment#adsview action@android/home/payment#Home/Nav_payement,48.595,0.4858
535,1,action@android/Home/Payment/payment_history#adsview action@android/Home/Payment/payment_history#btn_back,274.674,5.6967
535,2,action@android/Home/Payment/payment_history#android/Home/Payment/payment_history/history_filter action@android/Home/Payment/payment_history#android/Home/Payment/payment_history/history_search,264.611,0.3973
535,3,action@android/Home/Payment/payment_history#btn_back <eos>,167.224,136.6868
535,4,action@<missing>#splash/confirm_change_logo_app view@HOME,128.291,0.4619
535,5,view@android/Home/Payment/payment_history action@android/Home/Payment/payment_history#btn_back,125.171,126.1196
535,6,action@android/Home/Payment/payment_history#btn_back,125.073,129.546
535,7,action@android/home/payment#adsview action@android/home/payment#android/Home/Payment/payment_history,117.038,11.1206
535,8,action@android/Home/Payment/payment_history#android/Home/Payment/payment_history/history_search action@android/Home/Payment/payment_history#btn_back,78.017,0.3652
536,1,action@android/home/payment#adsview action@android/home/payment#android/Home/Payment/payment_history,126.316,25.2895
536,2,action@android/Home/Payment/payment_history#adsview <eos>,93.672,6.2729
536,3,view@android/Home/Payment/payment_history <eos>,92.908,320.4436
536,4,action@android/home/payment#Home/payment/select_bill/block_prepay action@android/home/payment#android/Home/Payment/payment_history,68.164,0.5595
536,5,action@android/home/payment#Home/Nav_payement action@android/home/payment#android/Home/Payment/payment_history,66.275,286.378
536,6,action@android/Home/Payment/payment_history#android/Home/Payment/payment_history/history_filter <eos>,54.303,1.9495
536,7,action@android/Home#popup view@android/home/payment,52.303,290.5292
536,8,action@android/home/payment#android/Home/Payment/payment_history view@android/Home/Payment/payment_history,45.303,273.7975
537,1,action@android/ECOUNTER/CHANGEADDRESS#android/Home/Account/Contract_Management/Change_Contract,612.668,0.3509
537,2,view@android/change_invoice_address_detail <eos>,417.298,0.3388
537,3,view@android/confirm_information_change_phone <eos>,329.535,0.2133
537,4,action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/home view@android/Account,252.771,0.5531
537,5,view@CONTRACT/PricesEContract action@CONTRACT/PricesEContract#android/Home/Account/E-contract/Tab_EContract_SA,250.499,0.2937
537,6,action@android/Home/Account/Contract_Management#android/Home/Account/Contract_Management/Edit_Phone action@android/Home/Account/Contract_Management#android/Home/contract_management/go_to_screen/ECOUNTER_INFOMATION_CHANGE,250.149,0.3747
537,7,action@CONTRACT/PricesEContract#android/Home/Account/E-contract/Tab_EContract_SA,224.141,0.2916
537,8,view@android/Account action@android/Account#account/click_smart_rental,223.032,0.5969
538,1,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,309.254,6.5634
538,2,<bos> action@<missing>#android/login/login_with_fid,233.569,1.0846
538,3,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,228.359,9.9385
538,4,action@<missing>#Home/payment/choose_prepaid_package view@AuthorizationManagementActivity,199.688,17.1358
538,5,action@<missing>#android/login_screen/click_login action@<missing>#Home/payment/choose_prepaid_package,155.769,16.5237
538,6,action@<missing>#Home/payment/choose_prepaid_package,151.597,16.4438
538,7,view@android/login_screen/OTP_screen view@android/Home,137.887,0.3712
538,8,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,123.166,0.3879
539,1,action@android/Home#Home/Nav_home action@android/Home#android/Home/change_contract,246.515,127.293
539,2,<bos> view@android/home/payment/setting,244.758,0.4676
539,3,action@<missing>#btn_info_contract action@<missing>#btn_back,165.03,0.4417
539,4,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,122.813,1.3227
539,5,<bos> action@<missing>#btn_info_contract,121.516,0.431
539,6,action@<missing>#btn_info_contract,111.174,0.4275
539,7,action@android/home/payment#Home/payment/select_bill/block_prepay view@android/Home,96.777,0.5053
539,8,action@android/Home#sa_msg_close action@android/Home#android/Home/change_contract,88.884,0.512
540,1,action@HOME#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@HOME#android/Home/change_contract,988.8,3.3003
540,2,view@HOME action@HOME#android/Home/change_contract,921.533,145.9348
540,3,action@HOME#android/Home/change_contract view@android/Home/Contract_List,889.464,155.9534
540,4,action@HOME#android/Home/change_contract,889.464,155.9534
540,5,action@HOME#Home/action_wifi_5GHz action@HOME#android/Home/change_contract,797.011,5.7286
540,6,action@HOME#Home/do_action/MODEM_RESET action@HOME#android/Home/change_contract,761.37,2.4403
540,7,action@HOME#Home/action_wifi_2GHz action@HOME#android/Home/change_contract,727.74,1.0124
540,8,view@android/Home/Contract_List/Contract_Management view@android/Home,667.661,0.8521
541,1,action@<missing>#select_contract view@android/Home,309.47,1.0231
541,2,action@android/Home#Home/Nav_home action@android/Home#android/Home/change_contract,291.695,293.3842
541,3,action@<missing>#Home/Account/Log_out view@android/Home,130.421,1.4913
541,4,action@android/Home#sa_msg_close action@android/Home#android/Home/change_contract,94.915,1.0648
541,5,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,84.212,1.7666
541,6,<bos> action@<missing>#select_contract,61.241,0.8908
541,7,view@android/Home/Contract_List action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,44.516,1.6562
541,8,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,43.794,1.6533
542,1,action@<missing>#android/Home/Home_pull_to_refresh action@<missing>#android/Home/Header/go_to_screen/Profile,680.642,0.4572
542,2,action@EContractActivity#btn_back view@HOME,361.042,0.4264
542,3,view@HiPolicyScreenData view@HOME,294.336,0.4999
542,4,action@android/Home#Home/Nav_home action@android/Home#android/Home/change_contract,243.812,40.7614
542,5,view@android/Account view@android/Home,138.042,37.7812
542,6,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,126.983,0.4428
542,7,action@<missing>#android/Home/Header/go_to_screen/Profile view@android/Account,88.119,0.3824
542,8,view@HiPolicyScreenData,83.816,0.4439
543,1,action@<missing>#android/login/continue_login action@<missing>#android/login/login_with_otp,132.441,0.8664
543,2,action@<missing>#android/login/login_with_otp view@android/login_screen/OTP_screen,131.91,0.8664
543,3,action@<missing>#android/login/login_with_otp,128.483,0.8644
543,4,action@<missing>#android/login/login_with_vneid view@android/Home,103.847,1.5617
543,5,action@<missing>#android/login/login_with_vneid view@android/login_screen/OTP_screen,99.321,45.9164
543,6,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,86.03,10.0592
543,7,<bos> action@<missing>#android/login/login_with_vneid,84.765,0.485
543,8,view@android/login_screen/OTP_screen view@HOME,81.665,44.6619
544,1,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/home/popup_remind/setting_noti,991.259,0.549
544,2,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh <eos>,412.328,0.5057
544,3,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,407.849,14.9509
544,4,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,170.874,4.0831
544,5,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,147.356,0.5226
544,6,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/Home_pull_to_refresh,146.182,1.3594
544,7,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,134.764,6.6035
544,8,view@android/Home/Contract_List <eos>,70.332,46.47
545,1,action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/save_contract_link view@android/Home/Contract_List,283.601,0.4331
545,2,action@android/Home/Contract_List#adsview <eos>,207.413,7.6756
545,3,action@android/Home/Contract_List/Contract_Management#select_contract action@android/Home/Contract_List/Contract_Management#btn_back,134.978,0.3656
545,4,view@android/Home/Contract_List/Contract_Management <eos>,99.865,0.4638
545,5,action@android/Home#popup action@android/Home#android/Home/change_contract,93.903,64.3814
545,6,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#select_contract,69.35,0.3435
545,7,view@android/Home/Contract_List <eos>,62.969,57.3249
545,8,action@android/Home/Contract_List/Contract_Management#select_contract,60.871,0.3393
546,1,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#android/Home/change_contract,243.756,43.1837
546,2,action@android/Home/Contract_List#adsview <eos>,201.927,4.5106
546,3,view@android/Home/Contract_List <eos>,63.318,34.7942
546,4,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,46.829,3.7331
546,5,action@android/Home/Contract_List#adsview,46.652,3.7313
546,6,action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,35.133,1.321
546,7,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/change_contract,32.047,1.231
546,8,view@RedirectUriReceiverActivity view@android/Home,28.329,28.4497
547,1,action@android/Home#popup action@android/Home#android/Home/change_contract,167.557,616.5515
547,2,action@android/Home/Contract_List#adsview <eos>,161.835,32.1422
547,3,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload view@android/Home/Contract_List,130.003,2.1544
547,4,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_link_contract,122.03,3.9838
547,5,view@android/Home/Contract_List <eos>,112.424,549.2927
547,6,view@android/Home/Contract_List/Contract_Management <eos>,109.584,2.7313
547,7,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#adsview,108.478,0.6901
547,8,action@android/Home/Contract_List/Contract_Management#adsview,88.382,0.6782
548,1,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_back,177.309,20.9683
548,2,action@android/Home#popup action@android/Home#android/Home/change_contract,153.133,386.6916
548,3,action@android/Home#Home/SRConfirm/Completed action@android/Home#android/Home/change_contract,95.057,0.5472
548,4,view@android/Home/Contract_List action@android/Home/Contract_List#btn_back,91.383,332.9195
548,5,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#btn_back,46.151,0.5277
548,6,action@android/Home/Contract_List#contract_list/contract_list_reload action@android/Home/Contract_List#btn_back,38.443,6.0222
548,7,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,36.287,5.7913
548,8,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,35.443,17.2402
549,1,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#adsview,393.732,0.3599
549,2,action@android/Home/Contract_List/Contract_Management#adsview,320.792,0.3537
549,3,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#android/Home/change_contract,203.003,45.951
549,4,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload action@android/Home/Contract_List/Contract_Management#btn_back,195.931,1.2181
549,5,view@android/Home/Contract_List/Contract_Management action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload,116.961,1.1553
549,6,action@android/Home/Contract_List/Contract_Management#contract_link/contract_link_reload,113.062,1.1509
549,7,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_back,112.126,2.7766
549,8,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_link_contract,66.362,0.3113
550,1,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_back,344.891,10.1038
550,2,action@android/Home#sa_msg_close action@android/Home#android/Home/change_contract,132.47,0.4317
550,3,action@android/Home#popup action@android/Home#android/Home/change_contract,84.487,52.8517
550,4,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,68.942,8.3074
550,5,action@android/Home/Contract_List#adsview,68.681,8.3033
550,6,action@android/Home#Home/action_wifi_5GHz action@android/Home#popup,47.778,0.4836
550,7,view@android/Home/Contract_List action@android/Home/Contract_List#btn_back,47.319,42.7048
550,8,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,38.234,1.5117
551,1,action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/send_feedback_contract,187.819,0.3498
551,2,action@android/Home/Contract_List/Contract_Management#android/Home/Contract_List/Send_Feedback action@android/Home/Contract_List/Contract_Management#android/home/contract_list/contract_link/send_feedback_contract,187.819,0.3498
551,3,action@android/Home/Contract_List/Contract_Management#android/Home/Contract_List/Send_Feedback,149.47,0.345
551,4,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#contract_list/contract_list_reload,124.375,0.4057
551,5,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,121.244,18.2289
551,6,action@android/Home#popup action@android/Home#android/Home/change_contract,78.728,110.4167
551,7,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,63.511,17.1581
551,8,action@android/Home/Contract_List#adsview,63.27,17.1497
552,1,action@android/Home#android/wifi_bottom_sheet_home/turn_off_wifi_2GHz action@android/Home#android/Home/change_contract,3634.516,4.5944
552,2,action@android/Home#Home/action_wifi_2GHz action@android/Home#android/Home/change_contract,2108.785,35.6911
552,3,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#Home/action_wifi_2GHz,928.296,0.4492
552,4,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,462.676,0.4354
552,5,action@android/Home#sa_msg_close action@android/Home#Home/action_wifi_2GHz,435.95,0.5166
552,6,action@android/Home#Home/do_action/MODEM_TURN_ON_OFF action@android/Home#android/Home/change_contract,364.925,2.8113
552,7,view@android/Home/fav_functions_btn view@HOME,235.771,0.3906
552,8,action@android/Home#Home/action_wifi_2GHz action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION,138.109,0.388
553,1,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,288.491,10.5324
553,2,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#btn_back,241.134,5.5964
553,3,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,220.018,5.236
553,4,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#btn_back,189.407,0.425
553,5,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,143.458,0.5067
553,6,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,110.071,5.3716
553,7,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,75.237,2.3565
553,8,action@android/Home#invite_update_cancel action@android/Home#android/Home/Home_pull_to_refresh,55.059,0.443
554,1,view@android/Home/Contract_List view@UnConfirmEContractScreenData,509.833,0.4991
554,2,action@android/Home#Home/action_wifi_guest action@android/Home#invite_update_close,419.847,0.5116
554,3,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,257.715,11.4473
554,4,action@android/Home#android/home/popup_remind/setting_noti action@android/Home#android/Home/change_contract,218.6,14.896
554,5,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,118.56,10.7992
554,6,action@android/Home#invite_update_accept action@android/Home#android/Home/change_contract,74.518,0.4912
554,7,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,46.262,4.5873
554,8,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,39.865,2.3305
555,1,action@android/Home#sa_full_msg action@android/Home#Home/action_wifi_5GHz,266.096,0.4527
555,2,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#android/Home/change_contract,191.307,80.2555
555,3,action@android/Home#Home/action_wifi_guest action@android/Home#android/home/popup_remind/skip_remind,115.599,0.4931
555,4,view@android/login_screen/OTP_screen view@android/Home,70.658,0.4217
555,5,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,43.301,0.4134
555,6,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,42.366,4.4507
555,7,view@OverlayActivity view@android/login_screen/OTP_screen,38.0,0.3993
555,8,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/change_contract,29.219,2.6577
556,1,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz action@android/Home#android/Home/change_contract,1184.948,1.7636
556,2,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/Home/change_contract,736.668,36.4136
556,3,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/change_contract,677.494,18.6036
556,4,<bos> action@<missing>#android/Home/Header/go_to_screen/ScanQR,261.208,0.4109
556,5,action@<missing>#android/Home/Header/go_to_screen/ScanQR view@android/home/scan_qr/scan_qr_screen,195.935,0.3992
556,6,action@<missing>#android/Home/Header/go_to_screen/ScanQR,167.342,0.3941
556,7,action@android/Home#invite_update_accept action@android/Home#Home/action_wifi_5GHz,165.128,0.5464
556,8,view@android/Home/Contract_List <eos>,103.427,40.6294
557,1,view@android/Home action@android/Home#android/transaction_result/home,568.789,0.5539
557,2,action@android/Home#android/transaction_result/home,568.789,0.5539
557,3,action@android/home/payment#Home/payment/select_bill/block_prepay view@android/Home,226.98,0.5302
557,4,action@android/home/payment#Home/Nav_home view@android/Home,143.355,2.7123
557,5,action@android/home/payment#Home/payment/update_prepaid_package view@android/Home,141.915,0.4885
557,6,view@android/home/payment action@android/home/payment#Home/Nav_home,66.241,2.4642
557,7,view@android/home/payment view@android/Home,62.031,51.2138
557,8,action@<missing>#android/transaction_result/home view@android/home/payment/payment_infor,59.51,0.4147
558,1,action@android/Home#popup action@android/Home#android/Home/change_contract,138.534,990.947
558,2,view@android/Home/Contract_List action@android/Home/Contract_List#choose_contract,35.648,740.8036
558,3,action@android/Home/Contract_List#choose_contract action@android/Home/Contract_List#btn_back,34.887,736.1262
558,4,action@android/Home/Contract_List#choose_contract,34.739,735.2731
558,5,action@android/Home/Contract_List#btn_back <eos>,28.753,709.9378
558,6,action@android/Home#android/Home/change_contract view@android/Home/Contract_List,26.795,706.9097
558,7,action@android/Home#android/Home/change_contract,26.781,706.8116
558,8,action@android/Home/Contract_List#btn_back,24.349,668.6764
559,1,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#choose_contract,1227.133,61.034
559,2,view@android/Home/Contract_List action@android/Home/Contract_List#adsview,631.835,56.4682
559,3,action@android/Home/Contract_List#adsview,629.436,56.4405
559,4,action@android/Home/Contract_List#adsview action@android/Home/Contract_List#contract_list/contract_list_reload,461.388,0.4979
559,5,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh action@android/Home/Contract_List#choose_contract,414.362,1.8727
559,6,action@android/Home/Contract_List#contract_list/contract_list_reload action@android/Home/Contract_List#choose_contract,224.352,3.2259
559,7,action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,215.487,1.7526
559,8,view@android/Home/Contract_List action@android/Home/Contract_List#android/Home/Home_pull_to_refresh,163.483,1.3104
560,1,action@NotificationData#btn_back view@HOME,923.935,135.5931
560,2,view@NotificationData action@NotificationData#btn_back,299.963,116.6991
560,3,action@NotificationData#btn_back,145.75,101.4067
560,4,action@android/Home#android/Home/Header/go_to_screen/Notification view@NotificationData,90.403,91.642
560,5,view@NotificationData,73.646,86.8775
560,6,view@android/Home <eos>,44.914,87.2718
560,7,view@android/Home action@android/Home#android/Home/Header/go_to_screen/Notification,37.717,79.3148
560,8,action@android/Home#android/Home/Header/go_to_screen/Notification,20.775,67.6475
561,1,action@android/Home/Contract_List#contract_list/contract_list_reload view@android/Home,3721.396,1.6372
561,2,action@android/Home/Contract_List#adsview view@android/Home,1518.481,0.6115
561,3,action@HOME#choose_contract,1308.566,0.4943
561,4,view@HOME action@HOME#choose_contract,1308.566,0.4943
561,5,view@android/Home/Contract_List view@android/Home,1202.687,51.5665
561,6,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,672.279,0.5803
561,7,view@HOME <eos>,353.218,40.8033
561,8,action@HOME#android/Home/Home_pull_to_refresh action@HOME#android/Home/change_contract,308.486,0.4638
562,1,action@HOME#Home/action_wifi_2GHz action@HOME#android/Home/Header/go_to_screen/Notification,1344.622,0.5184
562,2,action@HOME#android/Home/Header/go_to_screen/Notification view@NotificationData,1320.452,29.9697
562,3,action@HOME#sa_mascot_close action@HOME#android/Home/Header/go_to_screen/Notification,684.738,0.4089
562,4,action@android/Home#Home/SRConfirm/NeedSupport action@android/Home#android/Home/Header/go_to_screen/Notification,660.655,0.4469
562,5,action@HOME#android/Home/Home_pull_to_refresh action@HOME#android/Home/Header/go_to_screen/Notification,580.459,1.6804
562,6,action@NotificationData#android/Home/Home_pull_to_refresh action@NotificationData#btn_back,536.043,0.5134
562,7,view@HOME action@HOME#android/Home/Header/go_to_screen/Notification,393.013,24.0814
562,8,action@HOME#android/Home/Header/go_to_screen/Notification,378.908,25.8501
563,1,view@android/Home action@android/Home#android/Home/other_manage_FPT_play,668.258,0.4566
563,2,action@android/Home#android/Home/other_manage_FPT_play,392.545,0.4378
563,3,action@android/Home#android/Home/other_manage_FPT_play view@android/home/home_service_management,392.545,0.4378
563,4,action@android/home/home_service_management#btn_back view@HOME,300.142,31.3108
563,5,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab action@android/home/home_service_management#adsview,243.71,0.3955
563,6,view@android/Home action@android/Home#android/Home/other_manage_camera,230.122,1.2523
563,7,action@android/Home#android/Home/other_manage_camera,162.571,1.2102
563,8,action@android/Home#android/Home/other_manage_camera view@android/home/home_service_management,162.571,1.2102
564,1,action@LoginForGuestDialogData#guest/home_guest/collect_btn/pop_up_login view@android/NOTIFICATION/DETAIL,1813.755,93.566
564,2,action@android/NOTIFICATION/DETAIL#android/NotificationButtonDetail view@GuestBillingTabScreenData,755.283,1.683
564,3,action@android/NOTIFICATION/DETAIL#android/NotificationButtonDetail view@LoginForGuestDialogData,709.014,93.5386
564,4,action@android/NOTIFICATION/DETAIL#android/NotificationButtonDetail view@android/login,680.189,20.907
564,5,action@LoginForGuestDialogData#android/NotificationButtonDetail,567.615,0.7339
564,6,action@LoginForGuestDialogData#android/NotificationButtonDetail view@LoginForGuestDialogData,567.615,0.7339
564,7,view@hi.fpt.vn/dkol/product-detail view@android/login,558.25,1.4628
564,8,view@LoginForGuestDialogData action@LoginForGuestDialogData#guest/home_guest/collect_btn/pop_up_login,491.99,80.1186
565,1,action@<missing>#Home/do_action/MODEM_TURN_ON_OFF action@<missing>#android/Home/change_contract,1667.378,2.2309
565,2,view@HiWebViewScreen action@HiWebViewScreen#android/Home/change_contract,1126.691,28.9985
565,3,action@HiWebViewScreen#android/Home/change_contract view@android/Home/Contract_List,1067.396,32.9025
565,4,action@HiWebViewScreen#android/Home/change_contract,1026.002,32.7474
565,5,action@HOME#Home/Nav_payement action@HOME#android/home/payment/choose_contract,962.431,3.8632
565,6,action@CONTRACT/PricesEContract#android/Home/change_contract,948.801,0.7132
565,7,action@CONTRACT/PricesEContract#android/Home/change_contract view@android/Home/Contract_List,948.801,0.7132
565,8,action@HOME#select_bill action@HOME#android/home/payment/choose_contract,940.537,1.0336
566,1,action@android/confirm_information_change_phone#android/Home/Account/Contract_Management/Change_Contract view@android/Home/Contract_List,548.488,0.4148
566,2,action@android/confirm_information_change_phone#android/Home/Account/Contract_Management/Change_Contract,548.488,0.4148
566,3,action@android/confirm_information_change_phone#android/confirm_information_success_result/confirm_information_back action@android/confirm_information_change_phone#android/Home/Account/Contract_Management/Change_Contract,478.743,0.3319
566,4,action@android/Account#android/Home/Account/Contract_Management/Change_Contract view@android/Home/Contract_List,466.366,0.9211
566,5,action@android/Account#android/Home/Account/Contract_Management/Change_Contract,466.366,0.9211
566,6,view@android/Account action@android/Account#android/Home/Account/Contract_Management/Change_Contract,466.366,0.9211
566,7,action@android/Home/Contract_List#btn_back view@ConfirmAcceptanceListScreenData,445.896,3.5051
566,8,action@android/Home/Contract_List#btn_back view@Home/Account/E-contract,445.152,41.1413
567,1,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/change_contract,838.377,35.3919
567,2,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/Home/change_contract,599.657,45.5688
567,3,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz action@android/Home#android/Home/change_contract,251.423,0.5753
567,4,view@android/Home/Contract_List action@android/Home/Contract_List#btn_back,79.454,52.1357
567,5,view@android/Home action@android/Home#Home/action_wifi_guest,59.281,21.0958
567,6,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/action_wifi_guest,52.011,8.842
567,7,action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/change_contract,48.29,1.9955
567,8,action@android/Home/Contract_List#contract_list/contract_list_reload action@android/Home/Contract_List#btn_back,46.084,1.3003
568,1,action@android/Home#invite_update_close action@android/Home#android/Home/change_contract,1499.913,53.8571
568,2,action@android/Home#invite_update_cancel action@android/Home#android/Home/change_contract,1359.629,23.8073
568,3,action@HOME#btn_back view@HOME,242.088,1.0493
568,4,action@android/Home#sa_mascot_close action@android/Home#android/Home/change_contract,238.977,5.5074
568,5,view@android/Home/Contract_List <eos>,112.344,54.3937
568,6,view@android/Home action@android/Home#invite_update_close,103.847,36.0101
568,7,action@android/Home#invite_update_close,103.271,35.9683
568,8,action@android/Home#invite_update_cancel action@android/Home#android/Home/Home_pull_to_refresh,91.461,0.5415
569,1,action@android/Home/Contract_List#choose_contract view@HOME,456.25,2.0705
